timestep,building_wifi_count,floor_2_wifi_count,floor_3_wifi_count,floor_4_wifi_count,floor_5_wifi_count,floor_6_wifi_count
2018-01-01T01:00:00Z,0,0,0,0,0,0
2018-01-01T02:00:00Z,0,0,0,0,0,0
2018-01-01T03:00:00Z,0,0,0,0,0,0
2018-01-01T04:00:00Z,0,0,0,0,0,0
2018-01-01T05:00:00Z,0,0,0,0,0,0
2018-01-01T06:00:00Z,0,0,0,0,0,0
2018-01-01T07:00:00Z,0,0,0,0,0,0
2018-01-01T08:00:00Z,0,0,0,0,0,0
2018-01-01T09:00:00Z,0,0,0,0,0,0
2018-01-01T10:00:00Z,0,0,0,0,0,0
2018-01-01T11:00:00Z,0,0,0,0,0,0
2018-01-01T12:00:00Z,0,0,0,0,0,0
2018-01-01T13:00:00Z,0,0,0,0,0,0
2018-01-01T14:00:00Z,0,0,0,0,0,0
2018-01-01T15:00:00Z,0,0,0,0,0,0
2018-01-01T16:00:00Z,0,0,0,0,0,0
2018-01-01T17:00:00Z,0,0,0,0,0,0
2018-01-01T18:00:00Z,0,0,0,0,0,0
2018-01-01T19:00:00Z,0,0,0,0,0,0
2018-01-01T20:00:00Z,0,0,0,0,0,0
2018-01-01T21:00:00Z,0,0,0,0,0,0
2018-01-01T22:00:00Z,0,0,0,0,0,0
2018-01-01T23:00:00Z,0,0,0,0,0,0
2018-01-02T00:00:00Z,0,0,0,0,0,0
2018-01-02T01:00:00Z,0,0,0,0,0,0
2018-01-02T02:00:00Z,0,0,0,0,0,0
2018-01-02T03:00:00Z,0,0,0,0,0,0
2018-01-02T04:00:00Z,0,0,0,0,0,0
2018-01-02T05:00:00Z,0,0,0,0,0,0
2018-01-02T06:00:00Z,0,0,0,0,0,0
2018-01-02T07:00:00Z,0,0,0,0,0,0
2018-01-02T08:00:00Z,0,0,0,0,0,0
2018-01-02T09:00:00Z,0,0,0,0,0,0
2018-01-02T10:00:00Z,0,0,0,0,0,0
2018-01-02T11:00:00Z,0,0,0,0,0,0
2018-01-02T12:00:00Z,0,0,0,0,0,0
2018-01-02T13:00:00Z,0,0,0,0,0,0
2018-01-02T14:00:00Z,0,0,0,0,0,0
2018-01-02T15:00:00Z,0,0,0,0,0,0
2018-01-02T16:00:00Z,0,0,0,0,0,0
2018-01-02T17:00:00Z,0,0,0,0,0,0
2018-01-02T18:00:00Z,0,0,0,0,0,0
2018-01-02T19:00:00Z,0,0,0,0,0,0
2018-01-02T20:00:00Z,0,0,0,0,0,0
2018-01-02T21:00:00Z,0,0,0,0,0,0
2018-01-02T22:00:00Z,0,0,0,0,0,0
2018-01-02T23:00:00Z,0,0,0,0,0,0
2018-01-03T00:00:00Z,0,0,0,0,0,0
2018-01-03T01:00:00Z,0,0,0,0,0,0
2018-01-03T02:00:00Z,0,0,0,0,0,0
2018-01-03T03:00:00Z,0,0,0,0,0,0
2018-01-03T04:00:00Z,0,0,0,0,0,0
2018-01-03T05:00:00Z,0,0,0,0,0,0
2018-01-03T06:00:00Z,0,0,0,0,0,0
2018-01-03T07:00:00Z,0,0,0,0,0,0
2018-01-03T08:00:00Z,0,0,0,0,0,0
2018-01-03T09:00:00Z,0,0,0,0,0,0
2018-01-03T10:00:00Z,0,0,0,0,0,0
2018-01-03T11:00:00Z,0,0,0,0,0,0
2018-01-03T12:00:00Z,0,0,0,0,0,0
2018-01-03T13:00:00Z,0,0,0,0,0,0
2018-01-03T14:00:00Z,0,0,0,0,0,0
2018-01-03T15:00:00Z,0,0,0,0,0,0
2018-01-03T16:00:00Z,0,0,0,0,0,0
2018-01-03T17:00:00Z,0,0,0,0,0,0
2018-01-03T18:00:00Z,0,0,0,0,0,0
2018-01-03T19:00:00Z,0,0,0,0,0,0
2018-01-03T20:00:00Z,0,0,0,0,0,0
2018-01-03T21:00:00Z,0,0,0,0,0,0
2018-01-03T22:00:00Z,0,0,0,0,0,0
2018-01-03T23:00:00Z,0,0,0,0,0,0
2018-01-04T00:00:00Z,0,0,0,0,0,0
2018-01-04T01:00:00Z,0,0,0,0,0,0
2018-01-04T02:00:00Z,0,0,0,0,0,0
2018-01-04T03:00:00Z,0,0,0,0,0,0
2018-01-04T04:00:00Z,0,0,0,0,0,0
2018-01-04T05:00:00Z,0,0,0,0,0,0
2018-01-04T06:00:00Z,0,0,0,0,0,0
2018-01-04T07:00:00Z,0,0,0,0,0,0
2018-01-04T08:00:00Z,0,0,0,0,0,0
2018-01-04T09:00:00Z,0,0,0,0,0,0
2018-01-04T10:00:00Z,0,0,0,0,0,0
2018-01-04T11:00:00Z,0,0,0,0,0,0
2018-01-04T12:00:00Z,0,0,0,0,0,0
2018-01-04T13:00:00Z,0,0,0,0,0,0
2018-01-04T14:00:00Z,0,0,0,0,0,0
2018-01-04T15:00:00Z,0,0,0,0,0,0
2018-01-04T16:00:00Z,0,0,0,0,0,0
2018-01-04T17:00:00Z,0,0,0,0,0,0
2018-01-04T18:00:00Z,0,0,0,0,0,0
2018-01-04T19:00:00Z,0,0,0,0,0,0
2018-01-04T20:00:00Z,0,0,0,0,0,0
2018-01-04T21:00:00Z,0,0,0,0,0,0
2018-01-04T22:00:00Z,0,0,0,0,0,0
2018-01-04T23:00:00Z,0,0,0,0,0,0
2018-01-05T00:00:00Z,0,0,0,0,0,0
2018-01-05T01:00:00Z,0,0,0,0,0,0
2018-01-05T02:00:00Z,0,0,0,0,0,0
2018-01-05T03:00:00Z,0,0,0,0,0,0
2018-01-05T04:00:00Z,0,0,0,0,0,0
2018-01-05T05:00:00Z,0,0,0,0,0,0
2018-01-05T06:00:00Z,0,0,0,0,0,0
2018-01-05T07:00:00Z,0,0,0,0,0,0
2018-01-05T08:00:00Z,0,0,0,0,0,0
2018-01-05T09:00:00Z,0,0,0,0,0,0
2018-01-05T10:00:00Z,0,0,0,0,0,0
2018-01-05T11:00:00Z,0,0,0,0,0,0
2018-01-05T12:00:00Z,0,0,0,0,0,0
2018-01-05T13:00:00Z,0,0,0,0,0,0
2018-01-05T14:00:00Z,0,0,0,0,0,0
2018-01-05T15:00:00Z,0,0,0,0,0,0
2018-01-05T16:00:00Z,0,0,0,0,0,0
2018-01-05T17:00:00Z,0,0,0,0,0,0
2018-01-05T18:00:00Z,0,0,0,0,0,0
2018-01-05T19:00:00Z,0,0,0,0,0,0
2018-01-05T20:00:00Z,0,0,0,0,0,0
2018-01-05T21:00:00Z,0,0,0,0,0,0
2018-01-05T22:00:00Z,0,0,0,0,0,0
2018-01-05T23:00:00Z,0,0,0,0,0,0
2018-01-06T00:00:00Z,0,0,0,0,0,0
2018-01-06T01:00:00Z,0,0,0,0,0,0
2018-01-06T02:00:00Z,0,0,0,0,0,0
2018-01-06T03:00:00Z,0,0,0,0,0,0
2018-01-06T04:00:00Z,0,0,0,0,0,0
2018-01-06T05:00:00Z,0,0,0,0,0,0
2018-01-06T06:00:00Z,0,0,0,0,0,0
2018-01-06T07:00:00Z,0,0,0,0,0,0
2018-01-06T08:00:00Z,0,0,0,0,0,0
2018-01-06T09:00:00Z,0,0,0,0,0,0
2018-01-06T10:00:00Z,0,0,0,0,0,0
2018-01-06T11:00:00Z,0,0,0,0,0,0
2018-01-06T12:00:00Z,0,0,0,0,0,0
2018-01-06T13:00:00Z,0,0,0,0,0,0
2018-01-06T14:00:00Z,0,0,0,0,0,0
2018-01-06T15:00:00Z,0,0,0,0,0,0
2018-01-06T16:00:00Z,0,0,0,0,0,0
2018-01-06T17:00:00Z,0,0,0,0,0,0
2018-01-06T18:00:00Z,0,0,0,0,0,0
2018-01-06T19:00:00Z,0,0,0,0,0,0
2018-01-06T20:00:00Z,0,0,0,0,0,0
2018-01-06T21:00:00Z,0,0,0,0,0,0
2018-01-06T22:00:00Z,0,0,0,0,0,0
2018-01-06T23:00:00Z,0,0,0,0,0,0
2018-01-07T00:00:00Z,0,0,0,0,0,0
2018-01-07T01:00:00Z,0,0,0,0,0,0
2018-01-07T02:00:00Z,0,0,0,0,0,0
2018-01-07T03:00:00Z,0,0,0,0,0,0
2018-01-07T04:00:00Z,0,0,0,0,0,0
2018-01-07T05:00:00Z,0,0,0,0,0,0
2018-01-07T06:00:00Z,0,0,0,0,0,0
2018-01-07T07:00:00Z,0,0,0,0,0,0
2018-01-07T08:00:00Z,0,0,0,0,0,0
2018-01-07T09:00:00Z,0,0,0,0,0,0
2018-01-07T10:00:00Z,0,0,0,0,0,0
2018-01-07T11:00:00Z,0,0,0,0,0,0
2018-01-07T12:00:00Z,0,0,0,0,0,0
2018-01-07T13:00:00Z,0,0,0,0,0,0
2018-01-07T14:00:00Z,0,0,0,0,0,0
2018-01-07T15:00:00Z,0,0,0,0,0,0
2018-01-07T16:00:00Z,0,0,0,0,0,0
2018-01-07T17:00:00Z,0,0,0,0,0,0
2018-01-07T18:00:00Z,0,0,0,0,0,0
2018-01-07T19:00:00Z,0,0,0,0,0,0
2018-01-07T20:00:00Z,0,0,0,0,0,0
2018-01-07T21:00:00Z,0,0,0,0,0,0
2018-01-07T22:00:00Z,0,0,0,0,0,0
2018-01-07T23:00:00Z,0,0,0,0,0,0
2018-01-08T00:00:00Z,0,0,0,0,0,0
2018-01-08T01:00:00Z,0.017448200654307525,0.00784313725490196,0.010101010101010102,0.012539184952978056,0.027932960893854747,0.004
2018-01-08T02:00:00Z,0.017448200654307525,0.00784313725490196,0.005050505050505051,0.012539184952978056,0.027932960893854747,0.004
2018-01-08T03:00:00Z,0.016357688113413305,0.011764705882352941,0.005050505050505051,0.009404388714733543,0.027932960893854747,0.004
2018-01-08T04:00:00Z,0.017448200654307525,0.00784313725490196,0.005050505050505051,0.012539184952978056,0.027932960893854747,0.004
2018-01-08T05:00:00Z,0.021810250817884406,0.00784313725490196,0.005050505050505051,0.018808777429467086,0.027932960893854747,0.004
2018-01-08T06:00:00Z,0.016357688113413305,0.00784313725490196,0.010101010101010102,0.009404388714733543,0.027932960893854747,0.008
2018-01-08T07:00:00Z,0.016357688113413305,0.00784313725490196,0.010101010101010102,0.009404388714733543,0.0335195530726257,0.004
2018-01-08T08:00:00Z,0.03707742639040349,0.050980392156862744,0.025252525252525252,0.018808777429467086,0.0335195530726257,0.012
2018-01-08T09:00:00Z,0.07306434023991276,0.10196078431372549,0.04040404040404041,0.03761755485893417,0.0446927374301676,0.036
2018-01-08T10:00:00Z,0.09051254089422028,0.10980392156862745,0.08080808080808081,0.0438871473354232,0.0782122905027933,0.052
2018-01-08T11:00:00Z,0.10687022900763359,0.12549019607843137,0.12626262626262627,0.05642633228840126,0.08379888268156424,0.06
2018-01-08T12:00:00Z,0.12649945474372956,0.12941176470588237,0.16161616161616163,0.07523510971786834,0.0893854748603352,0.076
2018-01-08T13:00:00Z,0.11995637949836423,0.10980392156862745,0.15151515151515152,0.07523510971786834,0.09497206703910614,0.068
2018-01-08T14:00:00Z,0.1297709923664122,0.08235294117647059,0.14646464646464646,0.0877742946708464,0.10614525139664804,0.092
2018-01-08T15:00:00Z,0.13631406761177753,0.11764705882352941,0.12626262626262627,0.08150470219435736,0.11731843575418995,0.088
2018-01-08T16:00:00Z,0.14721919302071973,0.12156862745098039,0.13636363636363635,0.09404388714733543,0.12849162011173185,0.084
2018-01-08T17:00:00Z,0.1297709923664122,0.10980392156862745,0.1717171717171717,0.08150470219435736,0.1005586592178771,0.084
2018-01-08T18:00:00Z,0.13304252998909488,0.1450980392156863,0.12121212121212122,0.07210031347962383,0.0893854748603352,0.092
2018-01-08T19:00:00Z,0.0916030534351145,0.12941176470588237,0.13636363636363635,0.050156739811912224,0.07262569832402235,0.024
2018-01-08T20:00:00Z,0.05343511450381679,0.09411764705882353,0.12121212121212122,0.02821316614420063,0.027932960893854747,0.008
2018-01-08T21:00:00Z,0.04034896401308615,0.050980392156862744,0.09090909090909091,0.025078369905956112,0.027932960893854747,0.012
2018-01-08T22:00:00Z,0.03380588876772083,0.03137254901960784,0.06060606060606061,0.025078369905956112,0.0223463687150838,0.012
