date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
7/4/18,38,27,25,20,20,21,30,40,74,114,124,140,151,148,156,167,166,160,133,100,71,77,70,34
8/4/18,30,28,20,19,21,22,23,32,44,50,82,90,91,90,89,103,86,81,64,64,60,57,57,33
9/4/18,29,23,24,21,25,26,38,92,188,299,351,434,437,449,498,498,436,406,355,263,199,127,123,53
10/4/18,25,24,21,20,21,21,27,86,240,330,412,457,414,600,532,523,480,419,368,295,274,222,80,42
11/4/18,26,20,19,17,17,14,34,79,280,371,456,478,447,432,506,546,528,424,409,343,258,169,145,40
12/4/18,25,23,18,17,19,20,28,76,183,262,342,423,417,459,450,527,473,445,368,290,232,155,117,67
13/4/18,36,27,19,26,23,21,30,71,250,419,587,626,459,506,418,448,428,357,388,364,361,221,91,41
14/4/18,29,34,22,20,23,25,34,48,81,125,150,187,172,152,177,161,168,169,127,112,82,68,64,40
15/4/18,22,22,19,21,17,21,21,28,39,43,53,66,68,89,99,103,107,95,67,80,70,70,70,45
16/4/18,37,26,25,24,21,25,34,76,185,310,371,434,402,483,550,529,478,424,445,332,257,180,108,54
17/4/18,33,27,20,20,21,22,32,85,175,366,383,403,373,513,520,488,423,424,303,208,158,146,135,45
18/4/18,43,21,18,23,20,17,24,80,184,337,467,501,475,572,515,567,575,602,552,382,321,230,111,58
19/4/18,39,35,26,27,30,29,36,79,189,343,385,438,472,583,535,538,457,468,353,257,232,133,107,53
20/4/18,35,30,24,27,20,22,29,69,191,348,403,436,419,427,422,411,377,359,302,261,225,204,110,59
21/4/18,38,29,23,24,30,25,33,39,68,87,94,109,103,103,129,133,118,157,76,69,65,46,56,39
22/4/18,30,19,21,19,20,21,19,29,42,55,58,56,60,63,69,71,79,64,59,58,49,38,53,33
23/4/18,30,25,22,23,19,20,25,62,151,225,286,301,308,287,328,325,333,282,224,125,109,96,72,50
24/4/18,34,23,26,23,19,22,29,65,164,184,263,341,323,310,319,316,308,272,223,142,193,86,97,59
25/4/18,34,20,21,22,25,24,28,60,171,222,348,435,352,344,466,423,408,441,371,313,382,114,91,38
26/4/18,31,23,24,19,23,24,28,71,135,177,248,295,297,317,406,402,371,336,237,179,189,111,86,58
27/4/18,33,25,23,25,19,13,26,77,187,200,222,268,341,261,356,358,299,269,170,125,125,94,83,54
28/4/18,34,35,21,19,19,25,29,39,67,61,93,122,137,112,105,150,117,120,87,69,57,59,55,27
29/4/18,28,47,38,26,23,19,32,22,33,36,65,57,46,59,58,66,58,66,61,54,49,47,43,31
30/4/18,22,20,16,15,18,19,23,66,135,204,262,293,322,276,366,675,615,267,250,189,117,101,80,44
1/5/18,32,24,21,19,18,18,28,34,48,106,61,76,93,92,110,117,96,90,75,76,282,58,52,36
2/5/18,29,25,22,21,21,19,31,81,160,232,249,404,397,265,388,377,394,355,522,171,124,89,83,42
3/5/18,34,19,24,21,23,24,29,75,141,191,244,255,276,272,278,312,337,285,220,151,101,108,91,38
4/5/18,27,19,22,19,18,15,25,89,148,192,252,281,253,251,274,299,287,270,190,116,85,74,63,40
5/5/18,27,18,20,21,21,20,22,34,81,71,83,95,106,88,99,108,79,85,66,62,84,62,47,32
6/5/18,42,40,18,16,14,21,21,30,37,49,63,49,57,55,67,66,56,57,67,42,38,42,38,37
7/5/18,20,19,15,16,14,14,22,78,188,183,208,238,267,271,286,443,450,401,223,195,108,71,98,38
8/5/18,20,19,16,15,16,19,22,87,158,211,394,468,238,244,241,250,259,229,163,126,98,72,67,38
9/5/18,29,25,23,20,17,20,20,88,151,185,202,231,236,223,253,245,269,257,188,121,107,68,55,41
10/5/18,29,23,20,22,19,20,23,50,105,162,239,465,445,502,237,444,444,478,338,559,139,77,77,34
11/5/18,26,19,19,16,19,19,27,61,122,164,195,245,235,239,277,270,258,257,162,102,74,93,70,33
12/5/18,26,24,21,22,22,20,25,51,95,141,159,238,201,184,193,184,164,191,88,76,65,53,47,36
13/5/18,26,24,24,19,22,23,26,30,40,42,50,51,57,48,106,128,66,57,56,55,49,56,33,30
