date_time,value
2018-01-21 1,4.0
2018-01-21 2,3.0
2018-01-21 3,3.0
2018-01-21 4,3.0
2018-01-21 5,3.0
2018-01-21 6,5.0
2018-01-21 7,4.0
2018-01-21 8,6.0
2018-01-21 9,6.0
2018-01-21 10,6.0
2018-01-21 11,8.0
2018-01-21 12,7.0
2018-01-21 13,7.0
2018-01-21 14,9.0
2018-01-21 15,9.0
2018-01-21 16,9.0
2018-01-21 17,9.0
2018-01-21 18,8.0
2018-01-21 19,7.0
2018-01-21 20,6.0
2018-01-21 21,6.0
2018-01-21 22,6.0
2018-01-21 23,5.0
2018-01-22 0,6.0
2018-01-22 1,3.0
2018-01-22 2,2.0
2018-01-22 3,3.0
2018-01-22 4,3.0
2018-01-22 5,3.0
2018-01-22 6,4.0
2018-01-22 7,6.0
2018-01-22 8,24.0
2018-01-22 9,63.0
2018-01-22 10,67.0
2018-01-22 11,71.0
2018-01-22 12,73.0
2018-01-22 13,94.0
2018-01-22 14,76.0
2018-01-22 15,48.0
2018-01-22 16,40.0
2018-01-22 17,49.0
2018-01-22 18,36.0
2018-01-22 19,30.0
2018-01-22 20,24.0
2018-01-22 21,25.0
2018-01-22 22,14.0
2018-01-22 23,7.0
2018-01-23 0,6.0
2018-01-23 1,8.0
2018-01-23 2,6.0
2018-01-23 3,6.0
2018-01-23 4,7.0
2018-01-23 5,5.0
2018-01-23 6,7.0
2018-01-23 7,9.0
2018-01-23 8,46.0
2018-01-23 9,94.0
2018-01-23 10,93.0
2018-01-23 11,100.0
2018-01-23 12,95.0
2018-01-23 13,96.0
2018-01-23 14,110.0
2018-01-23 15,75.0
2018-01-23 16,58.0
2018-01-23 17,48.0
2018-01-23 18,36.0
2018-01-23 19,21.0
2018-01-23 20,18.0
2018-01-23 21,17.0
2018-01-23 22,9.0
2018-01-23 23,5.0
2018-01-24 0,4.0
2018-01-24 1,4.0
2018-01-24 2,3.0
2018-01-24 3,3.0
2018-01-24 4,3.0
2018-01-24 5,2.0
2018-01-24 6,3.0
2018-01-24 7,5.0
2018-01-24 8,39.0
2018-01-24 9,86.0
2018-01-24 10,83.0
2018-01-24 11,79.0
2018-01-24 12,54.0
2018-01-24 13,50.0
2018-01-24 14,51.0
2018-01-24 15,44.0
2018-01-24 16,39.0
2018-01-24 17,53.0
2018-01-24 18,49.0
2018-01-24 19,47.0
2018-01-24 20,48.0
2018-01-24 21,34.0
2018-01-24 22,10.0
2018-01-24 23,5.0
2018-01-25 0,4.0
2018-01-25 1,4.0
2018-01-25 2,3.0
2018-01-25 3,3.0
2018-01-25 4,3.0
2018-01-25 5,3.0
2018-01-25 6,4.0
2018-01-25 7,12.0
2018-01-25 8,91.0
2018-01-25 9,115.0
2018-01-25 10,103.0
2018-01-25 11,105.0
2018-01-25 12,80.0
2018-01-25 13,93.0
2018-01-25 14,85.0
2018-01-25 15,50.0
2018-01-25 16,54.0
2018-01-25 17,52.0
2018-01-25 18,59.0
2018-01-25 19,58.0
2018-01-25 20,49.0
2018-01-25 21,45.0
2018-01-25 22,8.0
2018-01-25 23,4.0
2018-01-26 0,4.0
2018-01-26 1,3.0
2018-01-26 2,2.0
2018-01-26 3,3.0
2018-01-26 4,3.0
2018-01-26 5,4.0
2018-01-26 6,4.0
2018-01-26 7,6.0
2018-01-26 8,50.0
2018-01-26 9,114.0
2018-01-26 10,129.0
2018-01-26 11,133.0
2018-01-26 12,54.0
2018-01-26 13,52.0
2018-01-26 14,52.0
2018-01-26 15,43.0
2018-01-26 16,37.0
2018-01-26 17,35.0
2018-01-26 18,24.0
2018-01-26 19,15.0
2018-01-26 20,6.0
2018-01-26 21,9.0
2018-01-26 22,10.0
2018-01-26 23,3.0
2018-01-27 0,2.0
2018-01-27 1,3.0
2018-01-27 2,2.0
2018-01-27 3,2.0
2018-01-27 4,2.0
2018-01-27 5,1.0
2018-01-27 6,1.0
2018-01-27 7,2.0
2018-01-27 8,3.0
2018-01-27 9,3.0
2018-01-27 10,4.0
2018-01-27 11,5.0
2018-01-27 12,6.0
2018-01-27 13,6.0
2018-01-27 14,5.0
2018-01-27 15,7.0
2018-01-27 16,9.0
2018-01-27 17,7.0
2018-01-27 18,7.0
2018-01-27 19,5.0
2018-01-27 20,6.0
2018-01-27 21,6.0
2018-01-27 22,5.0
2018-01-27 23,3.0
2018-01-28 0,4.0
2018-01-28 1,3.0
2018-01-28 2,2.0
2018-01-28 3,1.0
2018-01-28 4,2.0
2018-01-28 5,2.0
2018-01-28 6,3.0
2018-01-28 7,4.0
2018-01-28 8,3.0
2018-01-28 9,6.0
2018-01-28 10,5.0
2018-01-28 11,6.0
2018-01-28 12,7.0
2018-01-28 13,6.0
2018-01-28 14,6.0
2018-01-28 15,6.0
2018-01-28 16,4.0
2018-01-28 17,4.0
2018-01-28 18,3.0
2018-01-28 19,4.0
2018-01-28 20,4.0
2018-01-28 21,5.0
2018-01-28 22,4.0
2018-01-28 23,4.0
2018-01-29 0,2.0
2018-01-29 1,2.0
2018-01-29 2,2.0
2018-01-29 3,2.0
2018-01-29 4,1.0
2018-01-29 5,2.0
2018-01-29 6,2.0
2018-01-29 7,6.0
2018-01-29 8,24.0
2018-01-29 9,35.0
2018-01-29 10,34.0
2018-01-29 11,31.0
2018-01-29 12,54.0
2018-01-29 13,66.0
2018-01-29 14,72.0
2018-01-29 15,51.0
2018-01-29 16,52.0
2018-01-29 17,63.0
2018-01-29 18,26.0
2018-01-29 19,19.0
2018-01-29 20,15.0
2018-01-29 21,18.0
2018-01-29 22,7.0
2018-01-29 23,4.0
2018-01-30 0,3.0
2018-01-30 1,3.0
2018-01-30 2,4.0
2018-01-30 3,3.0
2018-01-30 4,4.0
2018-01-30 5,2.0
2018-01-30 6,3.0
2018-01-30 7,5.0
2018-01-30 8,30.0
2018-01-30 9,65.0
2018-01-30 10,79.0
2018-01-30 11,86.0
2018-01-30 12,66.0
2018-01-30 13,72.0
2018-01-30 14,54.0
2018-01-30 15,43.0
2018-01-30 16,52.0
2018-01-30 17,47.0
2018-01-30 18,21.0
2018-01-30 19,21.0
2018-01-30 20,11.0
2018-01-30 21,15.0
2018-01-30 22,6.0
2018-01-30 23,6.0
2018-01-31 0,2.0
2018-01-31 1,2.0
2018-01-31 2,3.0
2018-01-31 3,3.0
2018-01-31 4,2.0
2018-01-31 5,5.0
2018-01-31 6,3.0
2018-01-31 7,8.0
2018-01-31 8,37.0
2018-01-31 9,59.0
2018-01-31 10,59.0
2018-01-31 11,63.0
2018-01-31 12,45.0
2018-01-31 13,58.0
2018-01-31 14,43.0
2018-01-31 15,41.0
2018-01-31 16,44.0
2018-01-31 17,39.0
2018-01-31 18,33.0
2018-01-31 19,31.0
2018-01-31 20,32.0
2018-01-31 21,20.0
2018-01-31 22,4.0
2018-01-31 23,2.0
2018-02-01 0,1.0
2018-02-01 1,2.0
2018-02-01 2,2.0
2018-02-01 3,2.0
2018-02-01 4,2.0
2018-02-01 5,1.0
2018-02-01 6,1.0
2018-02-01 7,4.0
2018-02-01 8,25.0
2018-02-01 9,59.0
2018-02-01 10,55.0
2018-02-01 11,67.0
2018-02-01 12,52.0
2018-02-01 13,64.0
2018-02-01 14,70.0
2018-02-01 15,47.0
2018-02-01 16,43.0
2018-02-01 17,47.0
2018-02-01 18,57.0
2018-02-01 19,55.0
2018-02-01 20,56.0
2018-02-01 21,52.0
2018-02-01 22,7.0
2018-02-01 23,8.0
2018-02-02 0,3.0
2018-02-02 1,3.0
2018-02-02 2,3.0
2018-02-02 3,2.0
2018-02-02 4,2.0
2018-02-02 5,3.0
2018-02-02 6,3.0
2018-02-02 7,9.0
2018-02-02 8,28.0
2018-02-02 9,63.0
2018-02-02 10,66.0
2018-02-02 11,76.0
2018-02-02 12,41.0
2018-02-02 13,40.0
2018-02-02 14,37.0
2018-02-02 15,49.0
2018-02-02 16,41.0
2018-02-02 17,29.0
2018-02-02 18,24.0
2018-02-02 19,12.0
2018-02-02 20,9.0
2018-02-02 21,8.0
2018-02-02 22,6.0
2018-02-02 23,2.0
2018-02-03 0,3.0
2018-02-03 1,2.0
2018-02-03 2,1.0
2018-02-03 3,3.0
2018-02-03 4,1.0
2018-02-03 5,1.0
2018-02-03 6,1.0
2018-02-03 7,2.0
2018-02-03 8,3.0
2018-02-03 9,5.0
2018-02-03 10,9.0
2018-02-03 11,9.0
2018-02-03 12,11.0
2018-02-03 13,8.0
2018-02-03 14,17.0
2018-02-03 15,14.0
2018-02-03 16,13.0
2018-02-03 17,8.0
2018-02-03 18,9.0
2018-02-03 19,8.0
2018-02-03 20,7.0
2018-02-03 21,6.0
2018-02-03 22,3.0
2018-02-03 23,5.0
2018-02-04 0,2.0
2018-02-04 1,2.0
2018-02-04 2,2.0
2018-02-04 3,2.0
2018-02-04 4,2.0
2018-02-04 5,1.0
2018-02-04 6,1.0
2018-02-04 7,2.0
2018-02-04 8,3.0
2018-02-04 9,5.0
2018-02-04 10,7.0
2018-02-04 11,5.0
2018-02-04 12,5.0
2018-02-04 13,5.0
2018-02-04 14,6.0
2018-02-04 15,6.0
2018-02-04 16,9.0
2018-02-04 17,7.0
2018-02-04 18,3.0
2018-02-04 19,7.0
2018-02-04 20,5.0
2018-02-04 21,3.0
2018-02-04 22,3.0
2018-02-04 23,3.0
2018-02-05 0,2.0
2018-02-05 1,2.0
2018-02-05 2,2.0
2018-02-05 3,2.0
2018-02-05 4,3.0
2018-02-05 5,3.0
2018-02-05 6,3.0
2018-02-05 7,3.0
2018-02-05 8,16.0
2018-02-05 9,26.0
2018-02-05 10,38.0
2018-02-05 11,48.0
2018-02-05 12,54.0
2018-02-05 13,50.0
2018-02-05 14,58.0
2018-02-05 15,59.0
2018-02-05 16,53.0
2018-02-05 17,53.0
2018-02-05 18,33.0
2018-02-05 19,27.0
2018-02-05 20,15.0
2018-02-05 21,14.0
2018-02-05 22,6.0
2018-02-05 23,5.0
2018-02-06 0,3.0
2018-02-06 1,1.0
2018-02-06 2,4.0
2018-02-06 3,2.0
2018-02-06 4,2.0
2018-02-06 5,2.0
2018-02-06 6,3.0
2018-02-06 7,10.0
2018-02-06 8,44.0
2018-02-06 9,63.0
2018-02-06 10,58.0
2018-02-06 11,78.0
2018-02-06 12,74.0
2018-02-06 13,74.0
2018-02-06 14,65.0
2018-02-06 15,52.0
2018-02-06 16,51.0
2018-02-06 17,36.0
2018-02-06 18,24.0
2018-02-06 19,21.0
2018-02-06 20,16.0
2018-02-06 21,17.0
2018-02-06 22,12.0
2018-02-06 23,5.0
2018-02-07 0,2.0
2018-02-07 1,3.0
2018-02-07 2,3.0
2018-02-07 3,3.0
2018-02-07 4,2.0
2018-02-07 5,2.0
2018-02-07 6,2.0
2018-02-07 7,13.0
2018-02-07 8,41.0
2018-02-07 9,69.0
2018-02-07 10,58.0
2018-02-07 11,55.0
2018-02-07 12,36.0
2018-02-07 13,44.0
2018-02-07 14,62.0
2018-02-07 15,42.0
2018-02-07 16,33.0
2018-02-07 17,40.0
2018-02-07 18,28.0
2018-02-07 19,32.0
2018-02-07 20,31.0
2018-02-07 21,40.0
2018-02-07 22,7.0
2018-02-07 23,6.0
2018-02-08 0,5.0
2018-02-08 1,3.0
2018-02-08 2,3.0
2018-02-08 3,2.0
2018-02-08 4,2.0
2018-02-08 5,2.0
2018-02-08 6,4.0
2018-02-08 7,4.0
2018-02-08 8,24.0
2018-02-08 9,57.0
2018-02-08 10,66.0
2018-02-08 11,70.0
2018-02-08 12,58.0
2018-02-08 13,61.0
2018-02-08 14,52.0
2018-02-08 15,52.0
2018-02-08 16,50.0
2018-02-08 17,44.0
2018-02-08 18,58.0
2018-02-08 19,59.0
2018-02-08 20,55.0
2018-02-08 21,21.0
2018-02-08 22,8.0
2018-02-08 23,5.0
2018-02-09 0,5.0
2018-02-09 1,2.0
2018-02-09 2,2.0
2018-02-09 3,1.0
2018-02-09 4,2.0
2018-02-09 5,2.0
2018-02-09 6,3.0
2018-02-09 7,10.0
2018-02-09 8,39.0
2018-02-09 9,67.0
2018-02-09 10,75.0
2018-02-09 11,79.0
2018-02-09 12,33.0
2018-02-09 13,42.0
2018-02-09 14,33.0
2018-02-09 15,30.0
2018-02-09 16,29.0
2018-02-09 17,39.0
2018-02-09 18,41.0
2018-02-09 19,35.0
2018-02-09 20,7.0
2018-02-09 21,11.0
2018-02-09 22,6.0
2018-02-09 23,4.0
2018-02-10 0,1.0
2018-02-10 1,2.0
2018-02-10 2,2.0
2018-02-10 3,1.0
2018-02-10 4,3.0
2018-02-10 5,1.0
2018-02-10 6,2.0
2018-02-10 7,3.0
2018-02-10 8,4.0
2018-02-10 9,5.0
2018-02-10 10,10.0
2018-02-10 11,14.0
2018-02-10 12,12.0
2018-02-10 13,7.0
2018-02-10 14,9.0
2018-02-10 15,10.0
2018-02-10 16,9.0
2018-02-10 17,6.0
2018-02-10 18,5.0
2018-02-10 19,2.0
2018-02-10 20,3.0
2018-02-10 21,4.0
2018-02-10 22,2.0
2018-02-10 23,1.0
2018-02-11 0,1.0
2018-02-11 1,1.0
2018-02-11 2,1.0
2018-02-11 3,1.0
2018-02-11 4,1.0
2018-02-11 5,1.0
2018-02-11 6,1.0
2018-02-11 7,3.0
2018-02-11 8,2.0
2018-02-11 9,3.0
2018-02-11 10,7.0
2018-02-11 11,9.0
2018-02-11 12,5.0
2018-02-11 13,6.0
2018-02-11 14,6.0
2018-02-11 15,6.0
2018-02-11 16,6.0
2018-02-11 17,9.0
2018-02-11 18,3.0
2018-02-11 19,4.0
2018-02-11 20,3.0
2018-02-11 21,4.0
2018-02-11 22,4.0
2018-02-11 23,2.0
2018-02-12 0,2.0
2018-02-12 1,1.0
2018-02-12 2,1.0
2018-02-12 3,1.0
2018-02-12 4,1.0
2018-02-12 5,1.0
2018-02-12 6,3.0
2018-02-12 7,5.0
2018-02-12 8,16.0
2018-02-12 9,30.0
2018-02-12 10,37.0
2018-02-12 11,39.0
2018-02-12 12,49.0
2018-02-12 13,62.0
2018-02-12 14,65.0
2018-02-12 15,50.0
2018-02-12 16,56.0
2018-02-12 17,45.0
2018-02-12 18,29.0
2018-02-12 19,26.0
2018-02-12 20,12.0
2018-02-12 21,12.0
2018-02-12 22,9.0
2018-02-12 23,4.0
2018-02-13 0,4.0
2018-02-13 1,3.0
2018-02-13 2,2.0
2018-02-13 3,2.0
2018-02-13 4,1.0
2018-02-13 5,2.0
2018-02-13 6,3.0
2018-02-13 7,8.0
2018-02-13 8,31.0
2018-02-13 9,55.0
2018-02-13 10,58.0
2018-02-13 11,74.0
2018-02-13 12,57.0
2018-02-13 13,64.0
2018-02-13 14,53.0
2018-02-13 15,52.0
2018-02-13 16,45.0
2018-02-13 17,47.0
2018-02-13 18,16.0
2018-02-13 19,17.0
2018-02-13 20,15.0
2018-02-13 21,13.0
2018-02-13 22,5.0
2018-02-13 23,3.0
2018-02-14 0,2.0
2018-02-14 1,1.0
2018-02-14 2,1.0
2018-02-14 3,2.0
2018-02-14 4,2.0
2018-02-14 5,2.0
2018-02-14 6,2.0
2018-02-14 7,8.0
2018-02-14 8,43.0
2018-02-14 9,67.0
2018-02-14 10,60.0
2018-02-14 11,54.0
2018-02-14 12,70.0
2018-02-14 13,60.0
2018-02-14 14,49.0
2018-02-14 15,35.0
2018-02-14 16,31.0
2018-02-14 17,38.0
2018-02-14 18,22.0
2018-02-14 19,25.0
2018-02-14 20,23.0
2018-02-14 21,18.0
2018-02-14 22,4.0
2018-02-14 23,3.0
2018-02-15 0,2.0
2018-02-15 1,2.0
2018-02-15 2,2.0
2018-02-15 3,2.0
2018-02-15 4,3.0
2018-02-15 5,3.0
2018-02-15 6,1.0
2018-02-15 7,8.0
2018-02-15 8,33.0
2018-02-15 9,47.0
2018-02-15 10,55.0
2018-02-15 11,66.0
2018-02-15 12,60.0
2018-02-15 13,67.0
2018-02-15 14,40.0
2018-02-15 15,21.0
2018-02-15 16,12.0
2018-02-15 17,6.0
2018-02-15 18,8.0
2018-02-15 19,4.0
2018-02-15 20,4.0
2018-02-15 21,4.0
2018-02-15 22,2.0
2018-02-15 23,2.0
2018-02-16 0,1.0
2018-02-16 1,1.0
2018-02-16 2,1.0
2018-02-16 3,1.0
2018-02-16 4,1.0
2018-02-16 5,1.0
2018-02-16 6,1.0
2018-02-16 7,1.0
2018-02-16 8,2.0
2018-02-16 9,4.0
2018-02-16 10,3.0
2018-02-16 11,4.0
2018-02-16 12,2.0
2018-02-16 13,3.0
2018-02-16 14,3.0
2018-02-16 15,3.0
2018-02-16 16,3.0
2018-02-16 17,2.0
2018-02-16 18,2.0
2018-02-16 19,2.0
2018-02-16 20,3.0
2018-02-16 21,2.0
2018-02-16 22,7.0
2018-02-16 23,3.0
2018-02-17 0,1.0
2018-02-17 1,1.0
2018-02-17 2,1.0
2018-02-17 3,1.0
2018-02-17 4,1.0
2018-02-17 5,2.0
2018-02-17 6,2.0
2018-02-17 7,2.0
2018-02-17 8,2.0
2018-02-17 9,3.0
2018-02-17 10,4.0
2018-02-17 11,5.0
2018-02-17 12,3.0
2018-02-17 13,3.0
2018-02-17 14,5.0
2018-02-17 15,4.0
2018-02-17 16,3.0
2018-02-17 17,5.0
2018-02-17 18,4.0
2018-02-17 19,3.0
2018-02-17 20,4.0
2018-02-17 21,4.0
2018-02-17 22,6.0
2018-02-17 23,2.0
2018-02-18 0,3.0
2018-02-18 1,4.0
2018-02-18 2,1.0
2018-02-18 3,2.0
2018-02-18 4,2.0
2018-02-18 5,2.0
2018-02-18 6,1.0
2018-02-18 7,1.0
2018-02-18 8,5.0
2018-02-18 9,5.0
2018-02-18 10,3.0
2018-02-18 11,2.0
2018-02-18 12,3.0
2018-02-18 13,5.0
2018-02-18 14,5.0
2018-02-18 15,6.0
2018-02-18 16,5.0
2018-02-18 17,7.0
2018-02-18 18,5.0
2018-02-18 19,3.0
2018-02-18 20,2.0
2018-02-18 21,3.0
2018-02-18 22,4.0
2018-02-18 23,2.0
2018-02-19 0,1.0
2018-02-19 1,1.0
2018-02-19 2,1.0
2018-02-19 3,1.0
2018-02-19 4,1.0
2018-02-19 5,1.0
2018-02-19 6,1.0
2018-02-19 7,5.0
2018-02-19 8,17.0
2018-02-19 9,43.0
2018-02-19 10,36.0
2018-02-19 11,41.0
2018-02-19 12,58.0
2018-02-19 13,58.0
2018-02-19 14,56.0
2018-02-19 15,51.0
2018-02-19 16,31.0
2018-02-19 17,35.0
2018-02-19 18,19.0
2018-02-19 19,16.0
2018-02-19 20,10.0
2018-02-19 21,8.0
2018-02-19 22,7.0
2018-02-19 23,4.0
2018-02-20 0,3.0
2018-02-20 1,2.0
2018-02-20 2,2.0
2018-02-20 3,2.0
2018-02-20 4,1.0
2018-02-20 5,1.0
2018-02-20 6,3.0
2018-02-20 7,6.0
2018-02-20 8,35.0
2018-02-20 9,63.0
2018-02-20 10,65.0
2018-02-20 11,102.0
2018-02-20 12,79.0
2018-02-20 13,87.0
2018-02-20 14,57.0
2018-02-20 15,52.0
2018-02-20 16,47.0
2018-02-20 17,33.0
2018-02-20 18,16.0
2018-02-20 19,17.0
2018-02-20 20,8.0
2018-02-20 21,11.0
2018-02-20 22,3.0
2018-02-20 23,3.0
2018-02-21 0,3.0
2018-02-21 1,1.0
2018-02-21 2,1.0
2018-02-21 3,1.0
2018-02-21 4,1.0
2018-02-21 5,1.0
2018-02-21 6,2.0
2018-02-21 7,12.0
2018-02-21 8,33.0
2018-02-21 9,47.0
2018-02-21 10,57.0
2018-02-21 11,48.0
2018-02-21 12,59.0
2018-02-21 13,63.0
2018-02-21 14,55.0
2018-02-21 15,59.0
2018-02-21 16,32.0
2018-02-21 17,38.0
2018-02-21 18,30.0
